record_id,application_start_date,product_type,application_complete_date,policy_number,purchase_status,application_approval_decision_date,application_approval_decision,policy_purchase_date,user_age,user_gender,user_income,premium_class,policy_length_years,policy_coverage_amount,policy_monthly_premiums,lead_source
13742106250,2023-06-16 7:36,Term Life,2023-06-16,1558957,Customer declined,,Application cancelled,,31,F,70000,Non-Tobacco User,20,500000,21.85,Direct
13741295708,2023-06-16 7:18,Term Life,2023-06-16,1558958,Customer declined,,Application cancelled,,35,M,100000,Non-Tobacco User,20,500000,31.46,Direct
13739749953,2023-06-16 5:49,Term Life,,,,,,,58,F,,,,,121.08,Facebook Paid
13738056206,2023-06-16 5:22,Term Life,,,,,,,35,F,,,,,56.26,Facebook Paid
13737742342,2023-06-16 4:11,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13737520136,2023-06-16 3:27,Term Life,,,,,,,50,M,90000,,,,117.11,Facebook Paid
13737287565,2023-06-16 2:31,Term Life,,,,,,,33,M,,,,,65.16,Facebook Paid
13736914960,2023-06-16 1:28,Term Life,2023-06-16,1558955,Application declined,2023-06-16,Declined,,63,F,18000,Non-Tobacco User,15,125000,81.75,SEO
13735681866,2023-06-16 0:08,Term Life,2023-06-16,1558951,Customer declined,,Application cancelled,,32,F,75000,Non-Tobacco User,30,500000,36.88,Affiliate
13735557198,2023-06-16 0:00,Term Life,2023-06-16,1558947,Purchased,2023-06-16,Approved,2023-06-16,31,M,63000,Non-Tobacco User,10,400000,17.94,Direct
13735562654,2023-06-16 0:00,Term Life,2023-06-16,1558953,Pending,,In Progress,,31,M,100000,Non-Tobacco User,30,500000,46.34,Affiliate
13735537155,2023-06-15 23:48,Term Life,2023-06-16,1558949,Purchased,2023-06-16,Approved,2023-06-16,33,F,62000,Non-Tobacco User,10,400000,13.26,Direct
13735593629,2023-06-15 23:44,Term Life,2023-06-16,1558943,Pending,2023-06-16,Approved,,37,M,60000,Non-Tobacco User,30,500000,68.72,Facebook Paid
13735438928,2023-06-15 23:35,Term Life,2023-06-16,1558945,Pending,2023-06-19,Approved,,31,F,38000,Non-Tobacco User,30,500000,34.81,Facebook Paid
13735491214,2023-06-15 23:31,Term Life,,,,,,,28,M,,,,,74.52,SEO
13735335453,2023-06-15 23:15,Term Life,2023-06-16,1558939,Pending,2023-06-19,Approved,,44,M,98000,Non-Tobacco User,25,750000,144.5,Affiliate
13735409175,2023-06-15 23:11,Term Life,,,,,,,29,F,,,,,15.08,Affiliate
13735388981,2023-06-15 23:06,Term Life,2023-06-16,1558941,Pending,2023-06-15,Approved,,41,F,95000,Non-Tobacco User,25,750000,79.92,Affiliate
13735431278,2023-06-15 23:04,Term Life,,,,,,,29,F,,,,,14.54,Affiliate
13735288580,2023-06-15 22:26,Term Life,2023-06-16,1558936,Purchased,2023-06-15,Approved,2023-06-16,45,F,150000,Non-Tobacco User,30,500000,106.76,Affiliate
13735175265,2023-06-15 22:20,Term Life,,,,,,,55,M,,,,,86.15,Facebook Paid
13735099045,2023-06-15 22:12,Term Life,2023-06-16,1558937,Purchased,2023-06-15,Approved,2023-06-16,48,M,200000,Non-Tobacco User,30,500000,203.48,Affiliate
13735249551,2023-06-15 21:44,Term Life,,,,,,,29,F,,,,,78.67,Direct
13734171162,2023-06-15 21:07,Term Life,2023-06-16,1558934,Pending,2023-06-16,Approved,,39,F,120000,Non-Tobacco User,20,800000,47.86,Affiliate
13734974800,2023-06-15 21:05,Term Life,2023-06-16,1558931,Pending,2023-07-11,Approved,,35,M,75000,Tobacco User,25,250000,99.57,Facebook Paid
13734888234,2023-06-15 20:54,Term Life,2023-06-16,1558932,Pending,2023-07-12,Approved,,34,F,62000,Tobacco User,25,250000,53.07,Facebook Paid
13734030649,2023-06-15 19:31,Critical Illness,,,,,,,43,F,200000,,,,167.56,Affiliate
13733956619,2023-06-15 19:09,Term Life,,,,,,,35,M,,,,,56.54,Google Paid
13733781933,2023-06-15 18:48,Term Life,2023-06-15,1558928,Purchased,2023-06-15,Approved,2023-06-16,32,M,3237,Non-Tobacco User,10,250000,12.99,SEO
13733729833,2023-06-15 18:39,Term Life,2023-06-15,1558926,Application declined,2023-06-20,Declined,,36,M,67200,Non-Tobacco User,30,750000,91.28,Direct
13731878404,2023-06-15 18:16,Term Life,2023-06-15,1558927,Application declined,2023-06-20,Declined,,32,F,0,Non-Tobacco User,30,750000,53.07,Direct
13731810054,2023-06-15 17:47,Term Life,,,,,,,40,M,,,,,82.34,Google Paid
13731769007,2023-06-15 17:46,Term Life,2023-06-16,1558967,Purchased,2023-06-19,Approved,2023-06-30,32,M,55000,Tobacco User,10,125000,15.39,SEO
13731748386,2023-06-15 17:36,Term Life,,,,,,,30,F,,,,,62.89,Affiliate
13732034188,2023-06-15 17:30,Term Life,2023-06-15,1558923,Customer declined,,Application cancelled,,25,F,30000,Non-Tobacco User,30,500000,25.86,Google Paid
13731952767,2023-06-15 17:22,Term Life,,,,,,,32,F,,,,,43.35,SEO
13731728129,2023-06-15 17:21,Term Life,,,,,,,34,F,,,,,43.07,Google Paid
13731621207,2023-06-15 17:19,Term Life,,,,,,,39,F,,,,,33.61,Google Paid
13731614278,2023-06-15 17:17,Term Life,,,,,,,46,F,,,,,71.12,Google Paid
13731714344,2023-06-15 17:09,Term Life,,,,,,,33,M,,,,,115.92,Google Paid
13731559209,2023-06-15 17:02,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13731590227,2023-06-15 16:58,Term Life,,,,,,,57,M,,,,,250.55,Facebook Paid
13730003983,2023-06-15 16:41,Term Life,2023-06-15,1558920,Customer declined,,Application cancelled,,36,F,62000,Non-Tobacco User,20,600000,29.79,Google Paid
13730027339,2023-06-15 16:15,Term Life,,,,,,,55,M,,,,,348.6,Facebook Paid
13729970220,2023-06-15 16:08,Term Life,2023-06-15,1558918,Pending,2023-06-22,Approved,,31,F,118000,Non-Tobacco User,30,500000,34.81,Friend or Family
13728759835,2023-06-15 16:03,Term Life,2023-06-15,1558916,Customer declined,,Application cancelled,,51,M,40000,Non-Tobacco User,10,350000,55.72,Facebook Paid
13729739798,2023-06-15 15:50,Term Life,,,,,,,53,M,,,,,48.66,Affiliate
13729631845,2023-06-15 15:40,Term Life,,,,,,,51,M,,,,,112.87,SEO
13729631415,2023-06-15 15:36,Term Life,,,,,,,39,M,,,,,68.36,Direct
13729483444,2023-06-15 14:47,Term Life,,,,,,,37,F,,,,,102.99,Bing
13729124143,2023-06-15 14:29,Term Life,,,,,,,39,M,,,,,50.66,SEO
13728092181,2023-06-15 14:10,Term Life,,,,,,,40,F,,,,,28.27,SEO
13727705629,2023-06-15 13:22,Term Life,2023-06-15,1558912,Purchased,2023-06-15,Approved,2023-06-15,27,F,19613,Non-Tobacco User,10,150000,8.61,Affiliate
13727585343,2023-06-15 13:13,Term Life,,,,,,,34,M,,,,,76.61,Google Paid
13727600014,2023-06-15 13:10,Term Life,,,,,,,39,M,,,,,155.49,Google Paid
13727539551,2023-06-15 13:03,Critical Illness,2023-06-15,1558911,Customer declined,,Application cancelled,,50,M,75000,Non-Tobacco User,20,25000,44.21,Facebook Paid
13726312811,2023-06-15 12:44,Critical Illness,2023-06-15,1558910,Customer declined,2023-06-15,Approved,,43,F,85000,Non-Tobacco User,20,25000,34.19,Facebook Paid
13727224598,2023-06-15 12:43,Term Life,,,,,,,33,M,,,,,46.46,Facebook Paid
13727074848,2023-06-15 12:34,Term Life,,,,,,,27,M,,,,,41.35,Affiliate
13727222354,2023-06-15 12:29,Term Life,,,,,,,24,F,56000,,,,31.84,Google Paid
13726027184,2023-06-15 12:26,Term Life,,,,,,,51,F,,,,,138.54,Facebook Paid
13727063700,2023-06-15 12:20,Term Life,2023-06-15,1558914,Application declined,2023-06-19,Declined,,42,M,50000,Tobacco User,10,300000,54.1,Direct
13727056418,2023-06-15 12:16,Term Life,,,,,,,43,F,,,,,80.83,Facebook Paid
13727062450,2023-06-15 12:12,Term Life,2023-06-15,1558909,Pending,2023-06-15,Approved,,41,M,56000,Non-Tobacco User,30,200000,47.8,Google Paid
13726053948,2023-06-15 12:01,Term Life,,,,,,,27,F,,,,,14.54,Facebook Paid
13725879474,2023-06-15 11:36,Term Life,,,,,,,44,F,,,,,45.55,Facebook Paid
13725479284,2023-06-15 11:23,Term Life,2023-06-15,1558903,Application declined,2023-06-30,Declined,,53,F,48000,Non-Tobacco User,15,150000,37.43,SEO
13725566100,2023-06-15 11:21,Term Life,2023-06-15,1558907,Pending,2023-06-15,Approved,,31,M,135000,Non-Tobacco User,25,400000,34.23,Direct
13725648168,2023-06-15 11:18,Term Life,2023-06-15,1558899,Customer declined,,Application cancelled,,50,M,80000,Non-Tobacco User,15,200000,47.9,Facebook Paid
13725745166,2023-06-15 11:15,Term Life,,,,,,,73,F,,,,,971.76,Affiliate
13725524265,2023-06-15 11:08,Term Life,2023-06-15,1558897,Pending,2023-06-29,Approved,,31,M,94100,Non-Tobacco User,30,500000,46.34,Mortgage
13725543955,2023-06-15 11:02,Term Life,2023-06-15,1558901,Pending,2023-06-15,Approved,,38,F,45000,Non-Tobacco User,15,200000,14.59,Facebook Paid
13725563445,2023-06-15 11:01,Term Life,2023-06-15,1558905,Purchased,2023-06-15,Approved,2023-06-15,53,M,48000,Non-Tobacco User,15,150000,86.56,SEO
13723300256,2023-06-15 10:52,Term Life,2023-06-15,1558896,Application declined,2023-06-15,Declined,,55,M,45000,Non-Tobacco User,20,250000,289.99,Google Paid
13725493343,2023-06-15 10:50,Term Life,2023-07-07,1560108,Customer declined,2023-07-10,Approved,,47,F,100000,Non-Tobacco User,20,500000,120.38,Affiliate
13725346229,2023-06-15 10:34,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13724078628,2023-06-15 10:11,Term Life,,,,,,,28,F,,,,,22.54,Direct
13724070813,2023-06-15 9:51,Term Life,,,,,,,74,F,,,,,213.55,Facebook Paid
13721893940,2023-06-15 9:18,Term Life,2023-06-15,1558892,Purchased,2023-06-15,Approved,2023-06-20,34,F,5000,Non-Tobacco User,10,250000,10.1,Direct
13721862178,2023-06-15 9:08,Term Life,,,,,,,35,F,,,,,23.57,Direct
13723776906,2023-06-15 9:03,Term Life,2023-06-15,1558894,Application declined,2023-07-10,Declined,,40,M,69100,Non-Tobacco User,10,250000,16.68,Direct
13721724967,2023-06-15 8:44,Term Life,,,,,,,18,M,30000,,,,33.75,Google Paid
13721742703,2023-06-15 8:25,Term Life,2023-06-15,1558890,Customer declined,,Application cancelled,,48,M,175000,Non-Tobacco User,15,250000,47.35,Friend or Family
13720210613,2023-06-15 7:30,Term Life,2023-06-15,1558884,Customer declined,,Application cancelled,,38,F,80000,Tobacco User,30,500000,66.85,Facebook Paid
13721370666,2023-06-15 7:29,Term Life,2023-06-15,1558886,Customer declined,,Application cancelled,,57,F,42000,Tobacco User,25,150000,165.04,Facebook Paid
13721302961,2023-06-15 7:01,Term Life,2023-06-15,1558888,Application declined,2023-06-16,Declined,,50,F,40000,Non-Tobacco User,10,225000,27.11,SEO
13719078793,2023-06-15 5:03,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13718800234,2023-06-15 3:33,Term Life,,,,,,,39,F,,,,,36.41,Affiliate
13717126708,2023-06-15 1:57,Term Life,2023-06-15,1558880,Customer declined,2023-06-15,Approved,,26,F,45000,Non-Tobacco User,30,600000,52.25,Affiliate
13718009208,2023-06-15 1:33,Term Life,2023-06-15,1558875,Customer declined,2023-06-15,Approved,,26,F,45000,Non-Tobacco User,30,600000,52.25,Affiliate
13717820978,2023-06-15 1:27,Term Life,2023-06-15,1558878,Application declined,2023-06-15,Declined,,20,F,32000,Tobacco User,30,800000,67.83,Affiliate
13717964585,2023-06-15 1:22,Term Life,2023-06-15,1558877,Pending,2023-06-15,Approved,,26,M,48000,Non-Tobacco User,30,600000,76.48,Affiliate
13717855262,2023-06-15 1:20,Term Life,,,,,,,37,M,50000,,,,49.67,Facebook Paid
13716664183,2023-06-15 0:35,Term Life,2023-06-15,1558870,Purchased,2023-06-15,Approved,2023-06-16,32,F,100000,Non-Tobacco User,20,600000,25.84,Google Paid
13717696018,2023-06-15 0:30,Term Life,,,,,,,43,F,20000,,,,63.99,Facebook Paid
13717573889,2023-06-15 0:12,Term Life,2023-06-15,1558873,Purchased,2023-06-15,Approved,2023-06-16,35,M,100000,Non-Tobacco User,20,600000,36.85,Google Paid
13716418433,2023-06-14 22:56,Term Life,,,,,,,37,M,,,,,66.54,Affiliate
13716337843,2023-06-14 22:41,Term Life,,,,,,,26,M,,,,,50.73,Facebook Paid
13716394283,2023-06-14 22:38,Critical Illness,2023-06-14,1558869,Pending,2023-06-14,Approved,,51,M,100000,Non-Tobacco User,25,25000,64.36,SEO
13716306250,2023-06-14 22:27,Critical Illness,2023-06-14,1558868,Pending,2023-06-14,Approved,,50,F,40000,Non-Tobacco User,25,25000,81.13,SEO
13716264752,2023-06-14 22:24,Term Life,2023-06-15,1558865,Customer declined,,Application cancelled,,35,M,36000,Tobacco User,10,800000,68.28,Affiliate
13716304809,2023-06-14 22:15,Term Life,,,,,,,29,M,,,,,42.64,SEO
13716295692,2023-06-14 22:12,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13715284782,2023-06-14 22:08,Term Life,2023-06-14,1558867,Application declined,2023-06-14,Declined,,70,M,24000,Non-Tobacco User,15,100000,209.44,Facebook Paid
13715456540,2023-06-14 22:04,Term Life,2023-06-15,1558862,Customer declined,,Application cancelled,,52,M,150000,Non-Tobacco User,15,1000000,241.89,Google Paid
13715264351,2023-06-14 21:56,Term Life,,,,,,,44,M,,,,,36.47,Facebook Paid
13716278314,2023-06-14 21:51,Term Life,2023-06-15,1558861,Pending,2023-06-15,Approved,,45,F,50000,Non-Tobacco User,20,750000,73.25,Google Paid
13716098826,2023-06-14 21:11,Term Life,,,,,,,57,F,58000,,,,34.87,Facebook Paid
13715954718,2023-06-14 20:59,Term Life,,,,,,,44,F,,,,,34.27,SEO
13716001542,2023-06-14 20:39,Term Life,2023-06-15,1558857,Purchased,2023-06-15,Approved,2023-06-20,30,F,35000,Non-Tobacco User,20,400000,18.72,Affiliate
13716039333,2023-06-14 20:16,Term Life,2023-06-15,1558855,Pending,,In Progress,,39,M,300000,Non-Tobacco User,15,3000000,180.39,Google Paid
13714773003,2023-06-14 19:36,Term Life,,,,,,,33,F,20000,,,,20.37,Affiliate
13714849049,2023-06-14 19:22,Term Life,,,,,,,40,M,,,,,16.19,Facebook Paid
13714616655,2023-06-14 19:14,Term Life,,,,,,,40,M,,,,,16.19,Facebook Paid
13715754547,2023-06-14 19:03,Term Life,,,,,,,43,F,,,,,136.38,Facebook Paid
13715795046,2023-06-14 18:59,Term Life,,,,,,,31,F,,,,,88.62,Direct
13715758978,2023-06-14 18:55,Term Life,,,,,,,45,F,,,,,57.42,Direct
13714437426,2023-06-14 18:05,Term Life,2023-06-14,1558853,Customer declined,,Application cancelled,,24,F,16000,Non-Tobacco User,30,450000,24.68,Facebook Paid
13714336082,2023-06-14 17:38,Critical Illness,2023-06-14,1558849,Pending,2023-06-15,Approved,,39,F,700,Tobacco User,10,10000,24.81,Affiliate
13714296833,2023-06-14 17:23,Term Life,,,,,,,69,M,,,,,414.38,Google Paid
13714207375,2023-06-14 17:02,Term Life,,,,,,,35,F,,,,,16.51,Facebook Paid
13714176354,2023-06-14 16:56,Term Life,2023-06-14,1558846,Customer declined,,Application cancelled,,32,F,0,Tobacco User,30,100000,20.46,Google Paid
13713183073,2023-06-14 16:47,Term Life,2023-06-14,1558848,Customer declined,2023-06-14,Approved,,35,M,30000,Non-Tobacco User,30,100000,16.72,Google Paid
13712999291,2023-06-14 16:33,Term Life,2023-06-14,1558844,Purchased,2023-06-14,Approved,2023-07-10,50,F,28000,Non-Tobacco User,20,300000,54.41,Facebook Paid
13712817994,2023-06-14 16:02,Term Life,,,,,,,34,F,,,,,32.03,Affiliate
13712647511,2023-06-14 15:21,Term Life,,,,,,,37,M,,,,,57.51,Direct
13712467896,2023-06-14 14:54,Term Life,,,,,,,27,F,,,,,29.99,Facebook Paid
13712358463,2023-06-14 14:45,Term Life,,,,,,,29,M,,,,,30.17,Google Paid
13711519534,2023-06-14 14:40,Term Life,2023-06-14,1558842,Application declined,2023-07-28,Declined,,31,M,105000,Non-Tobacco User,30,600000,54.71,Affiliate
13712363443,2023-06-14 14:22,Term Life,2023-06-14,1558838,Pending,2023-06-14,Approved,,31,M,60000,Non-Tobacco User,20,500000,30.42,Direct
13710718635,2023-06-14 14:16,Term Life,,,,,,,68,F,32000,,,,216.01,Google Paid
13710759218,2023-06-14 14:07,Term Life,,,,,,,33,M,,,,,76.82,Affiliate
13710458737,2023-06-14 13:50,Term Life,2023-06-14,1558832,Pending,2023-06-14,Approved,,36,M,150000,Tobacco User,15,500000,120.2,Affiliate
13710467156,2023-06-14 13:43,Term Life,,,,,,,38,F,200000,,,,165.41,Google Paid
13710285061,2023-06-14 13:41,Term Life,2023-06-14,1558840,Application declined,2023-06-14,Declined,,62,M,22200,Tobacco User,15,100000,201.01,Affiliate
13710389303,2023-06-14 13:41,Term Life,2023-06-14,1558836,Pending,,In Progress,,46,M,83200,Non-Tobacco User,20,1000000,151.08,SEO
13710349937,2023-06-14 13:37,Term Life,2023-06-14,1558833,Pending,2023-06-14,Approved,,31,F,115500,Non-Tobacco User,15,500000,19.38,Affiliate
13710367533,2023-06-14 13:28,Term Life,,,,,,,38,M,150000,,,,212.39,Google Paid
13710243208,2023-06-14 13:08,Critical Illness,,,,,,,33,M,50000,,,,22.1,Google Paid
13710379541,2023-06-14 13:02,Term Life,,,,,,,30,F,,,,,34.81,Affiliate
13710190410,2023-06-14 12:45,Term Life,,,,,,,56,F,,,,,65.24,Facebook Paid
13710189454,2023-06-14 12:28,Term Life,2023-06-14,1558830,Application declined,2023-06-14,Declined,,41,M,1787,Tobacco User,20,100000,36.58,Google Paid
13710082073,2023-06-14 12:25,Term Life,2023-06-14,1558827,Purchased,2023-07-07,Approved,2023-07-13,46,M,110000,Non-Tobacco User,10,250000,26.61,Affiliate
13709679787,2023-06-14 11:57,Term Life,2023-06-14,1558828,Application declined,2023-06-19,Declined,,43,M,240000,Non-Tobacco User,10,500000,34.86,Affiliate
13707642803,2023-06-14 11:47,Term Life,2023-06-14,1558823,Customer declined,,Application cancelled,,35,F,95000,Non-Tobacco User,20,500000,23.57,Google Paid
13709730378,2023-06-14 11:44,Term Life,2023-06-14,1558826,Application declined,2023-06-14,Declined,,29,F,115000,Non-Tobacco User,20,775000,30.32,Affiliate
13707928929,2023-06-14 11:16,Term Life,2023-06-14,1558820,Customer declined,2023-06-14,Approved,,53,M,0,Non-Tobacco User,20,500000,174.3,Affiliate
13707874998,2023-06-14 10:41,Term Life,,,,,,,31,F,,,,,22.28,SEO
13707757888,2023-06-14 10:25,Term Life,2023-06-14,1558816,Application declined,2023-06-15,Declined,,55,M,98000,Non-Tobacco User,15,500000,170.01,Facebook Paid
13707853674,2023-06-14 10:13,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13707713916,2023-06-14 10:08,Term Life,2023-06-14,1558814,Pending,2023-06-14,Approved,,40,F,50000,Non-Tobacco User,30,250000,36.41,Friend or Family
13707173472,2023-06-14 10:05,Term Life,,,,,,,37,F,,,,,25.67,Affiliate
13707127347,2023-06-14 10:00,Term Life,,,,,,,42,M,,,,,49.47,Google Paid
13707097381,2023-06-14 9:49,Term Life,2023-06-14,1558818,Customer declined,,Application cancelled,,55,F,36000,Non-Tobacco User,15,500000,116.66,Facebook Paid
13707163984,2023-06-14 9:42,Term Life,2023-06-14,1558822,Application declined,2023-06-14,Declined,,48,F,30000,Non-Tobacco User,20,500000,68.49,Affiliate
13706977150,2023-06-14 9:11,Term Life,2023-06-14,1558810,Customer declined,,Application cancelled,,37,F,125000,Non-Tobacco User,20,700000,36.82,Affiliate
13706743161,2023-06-14 9:11,Term Life,2023-06-14,1558812,Customer declined,,Application cancelled,,58,F,22000,Tobacco User,20,100000,88.03,Facebook Paid
13706596176,2023-06-14 8:29,Term Life,2023-06-14,1558808,Application declined,2023-06-15,Declined,,41,M,192000,Non-Tobacco User,20,1000000,92.47,Facebook Paid
13706429546,2023-06-14 8:22,Term Life,2023-06-14,1558806,Pending,2023-06-15,Approved,,32,F,38000,Non-Tobacco User,30,600000,43.35,Google Paid
13706323629,2023-06-14 7:43,Term Life,2023-06-14,1558804,Pending,2023-06-14,Approved,,48,F,400,Non-Tobacco User,15,250000,33.97,Friend or Family
13705816890,2023-06-14 6:42,Term Life,,,,,,,48,M,,,,,47.35,Affiliate
13705752342,2023-06-14 6:25,Term Life,2023-06-14,1558802,Pending,2023-06-19,Approved,,38,F,100000,Non-Tobacco User,30,500000,56.76,Facebook Paid
13705454251,2023-06-14 5:41,Term Life,,,,,,,30,M,,,,,24.17,Direct
13703760460,2023-06-14 4:53,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13702605681,2023-06-14 2:23,Term Life,,,,,,,43,F,,,,,43.64,Affiliate
13702432342,2023-06-14 2:05,Term Life,,,,,,,45,M,,,,,70.87,Direct
13702217107,2023-06-14 1:36,Term Life,,,,,,,39,M,,,,,167.88,Google Paid
13702012514,2023-06-14 0:41,Term Life,,,,,,,31,F,0,,,,52.86,Facebook Paid
13701965987,2023-06-14 0:34,Term Life,2023-06-14,1558800,Pending,,In Progress,,40,F,20000,Non-Tobacco User,15,300000,20.24,Facebook Paid
13701891489,2023-06-14 0:26,Term Life,,,,,,,42,F,,,,,60.53,SEO
13699524448,2023-06-13 23:12,Term Life,2023-06-14,1558792,Purchased,2023-06-13,Approved,2023-06-14,36,M,35000,Non-Tobacco User,30,350000,79.72,Friend or Family
13699553884,2023-06-13 22:55,Term Life,2023-06-14,1558790,Application declined,2023-06-29,Declined,,36,F,250000,Non-Tobacco User,15,1000000,37.27,Affiliate
13699390257,2023-06-13 22:37,Term Life,2023-06-14,1558794,Purchased,2023-06-13,Approved,2023-06-14,33,F,57000,Non-Tobacco User,30,350000,41.92,Friend or Family
13699350322,2023-06-13 22:24,Term Life,2023-06-14,1558786,Application declined,2023-06-14,Declined,,32,F,0,Non-Tobacco User,30,1000000,66.33,Direct
13699392615,2023-06-13 22:04,Term Life,,,,,,,42,F,,,,,21.51,Direct
13699377824,2023-06-13 21:56,Term Life,,,,,,,35,F,,,,,43.07,Organic Social
13699001254,2023-06-13 21:40,Term Life,,,,,,,33,F,120000,,,,21.44,Facebook Paid
13698843156,2023-06-13 21:38,Term Life,2023-06-14,1558784,Application declined,2023-07-04,Declined,,45,M,120000,Non-Tobacco User,15,500000,56.99,Affiliate
13696608936,2023-06-13 21:20,Term Life,,,,,,,43,M,,,,,241.72,Facebook Paid
13696618920,2023-06-13 21:03,Term Life,,,,,,,62,M,,,,,249.4,SEO
13696670502,2023-06-13 20:53,Term Life,2023-06-14,1558780,Customer declined,,Application cancelled,,55,M,16000,Non-Tobacco User,15,100000,42.14,Facebook Paid
13698874414,2023-06-13 20:52,Term Life,2023-06-14,1558798,Application declined,2023-06-29,Declined,,40,M,100000,Non-Tobacco User,25,400000,57.96,Facebook Paid
13696556093,2023-06-13 20:36,Term Life,,,,,,,36,F,,,,,37.48,Facebook Paid
13696678946,2023-06-13 20:33,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13696555701,2023-06-13 20:31,Term Life,2023-06-14,1558788,Application declined,2023-06-14,Declined,,36,M,67200,Non-Tobacco User,30,1000000,118.31,Direct
13696688499,2023-06-13 20:30,Term Life,,,,,,,55,M,13000,,,,28.51,Facebook Paid
13696551198,2023-06-13 20:28,Term Life,,,,,,,49,M,,,,,80.65,Google Paid
13696530868,2023-06-13 20:19,Term Life,2023-06-14,1558778,Pending,,In Progress,,42,M,170000,Tobacco User,25,1000000,386.76,SEO
13696434784,2023-06-13 19:33,Term Life,,,,,,,48,M,,,,,128.41,Facebook Paid
13696166740,2023-06-13 19:23,Term Life,,,,,,,35,F,,,,,23.83,Affiliate
13696428098,2023-06-13 19:21,Term Life,,,,,,,41,M,,,,,46.06,Affiliate
13696048808,2023-06-13 18:36,Term Life,2023-06-14,1558796,Pending,2023-06-13,Approved,,36,M,120000,Non-Tobacco User,20,600000,40.03,Affiliate
13695901825,2023-06-13 18:01,Term Life,2023-06-13,1558776,Purchased,2023-06-13,Approved,2023-06-16,49,F,104200,Non-Tobacco User,10,675000,53.54,SEO
13695752227,2023-06-13 17:50,Term Life,,,,,,,32,F,,,,,32.89,SEO
13695704973,2023-06-13 17:31,Term Life,,,,,,,62,F,,,,,61.15,SEO
13694347874,2023-06-13 17:14,Term Life,2023-06-13,1558774,Pending,,In Progress,,52,M,52000,Non-Tobacco User,10,250000,45.97,Google Paid
13695644423,2023-06-13 17:04,Term Life,,,,,,,64,M,110000,,,,144.94,SEO
13695608855,2023-06-13 17:03,Term Life,,,,,,,42,F,,,,,18.96,Direct
13695615664,2023-06-13 16:57,Term Life,,,,,,,49,M,,,,,37.05,Google Paid
13695493164,2023-06-13 16:52,Term Life,2023-06-13,1558772,Customer declined,,Application cancelled,,33,F,50000,Non-Tobacco User,20,300000,16.09,Facebook Paid
13695604366,2023-06-13 16:28,Term Life,2023-06-13,1558769,Customer declined,2023-06-13,Approved,,40,M,105000,Tobacco User,10,400000,56.49,SEO
13695433079,2023-06-13 16:28,Term Life,,,,,,,38,F,30000,,,,133.23,Affiliate
13694326855,2023-06-13 16:18,Term Life,,,,,,,72,M,,,,,236.96,Affiliate
13695378964,2023-06-13 16:16,Term Life,,,,,,,40,M,80000,,,,230.09,Affiliate
13694294948,2023-06-13 16:07,Term Life,2023-06-13,1558766,Pending,2023-06-13,Approved,,32,M,100000,Non-Tobacco User,30,1000000,90.94,Google Paid
13694224274,2023-06-13 15:55,Term Life,2023-06-13,1558768,Pending,2023-06-14,Approved,,37,F,35000,Non-Tobacco User,30,1000000,139.07,Google Paid
13693420342,2023-06-13 15:45,Term Life,,,,,,,27,F,,,,,36.04,SEO
13693982604,2023-06-13 15:41,Term Life,,,,,,,31,F,,,,,30.52,Referral
13693792864,2023-06-13 15:29,Term Life,,,,,,,36,F,,,,,21.77,SEO
13693915775,2023-06-13 15:27,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13693814393,2023-06-13 15:25,Term Life,2023-06-13,1558760,Pending,2023-06-22,Approved,,36,M,150000,Tobacco User,20,1900000,303.1,Facebook Paid
13693222013,2023-06-13 15:17,Term Life,2023-06-13,1558756,Application declined,2023-06-13,Declined,,57,M,90000,Non-Tobacco User,15,250000,110.76,SEO
13693199917,2023-06-13 15:17,Term Life,2023-06-13,1558764,Purchased,2023-06-27,Approved,2023-07-05,38,F,200000,Non-Tobacco User,20,700000,39.63,Direct
13693198361,2023-06-13 15:11,Term Life,2023-06-13,1558762,Application declined,2023-06-28,Declined,,45,F,42000,Non-Tobacco User,15,1900000,134.13,Facebook Paid
13693235977,2023-06-13 15:08,Term Life,,,,,,,37,F,,,,,20.69,Direct
13693137464,2023-06-13 14:49,Term Life,2023-06-13,1558758,Customer declined,2023-06-13,Approved,,59,F,40000,Non-Tobacco User,15,250000,88.49,SEO
13692904504,2023-06-13 14:46,Term Life,,,,,,,54,F,,,,,107.98,Google Paid
13691672081,2023-06-13 14:18,Term Life,2023-06-13,1558754,Application declined,2023-06-28,Declined,,57,F,51600,Non-Tobacco User,10,125000,31.18,Google Paid
13692481450,2023-06-13 13:59,Term Life,,,,,,,43,M,,,,,186.17,Google Paid
13692366728,2023-06-13 13:32,Term Life,,,,,,,66,F,,,,,132.58,Direct
13691875957,2023-06-13 11:44,Term Life,,,,,,,30,F,0,,,,30.52,Direct
13691011403,2023-06-13 11:33,Term Life,2023-06-13,1558748,Customer declined,,Application cancelled,,38,F,75000,Non-Tobacco User,20,750000,42.14,Direct
